WeekStart,Year,Month,WeekOfYear,Avg_weekly_Lat,Avg_weekly_Lon,total_weekly_catch_kg,weekly_effort,Avg_weekly_Depth,Avg_weekly_WaterTemp,weekly_CPUE_per_effort,Chlor_a_mg_m3,SSH,Avg_weekly_WaterTemp_2wk,Avg_weekly_WaterTemp_3wk,Avg_weekly_WaterTemp_5wk,Avg_weekly_Depth_2wk,Avg_weekly_Depth_3wk,Avg_weekly_Depth_5wk,Chlor_a_mg_m3_5wk,SSH_5wk,sin_week,cos_week,CPUE_log1p,CPUE_level,Temp_x_Depth,Temp_x_Depth_3wk,Temp_x_Depth_2wk,Temp_x_Depth_5wk,Temp_x_Chlor,Depth_x_Chlor,Temp_x_SSH,Depth_bin,WaterTemp_bin,Chlor_a_bin,SSH_bin,anomaly_flag
1999-12-27,2000,1,52,-46.30542878397516,-60.70190290789855,1064757.877585,2,76.64660206316555,13.743115942028986,532378.9387925,0.9038110375404358,0.0201,13.743115942028986,13.743115942028986,13.743115942028986,76.64660206316555,76.64660206316555,76.64660206316555,0.9038110375404358,0.0201,6.432490598706546e-16,1.0,13.18511268408974,Medium,1053.3631387166422,1053.3631387166422,1053.3631387166422,1053.3631387166422,12.421179878603722,69.27404493465856,0.27623663043478264,shallow,moderate,moderate,neutral,1
2000-01-03,2000,1,1,-46.27048123118,-60.71271329952039,4445198.8640289,7,76.52133931975018,14.182545008013195,635028.4091469857,0.9038110375404358,0.0201,13.96283047502109,13.96283047502109,13.96283047502109,76.58397069145786,76.58397069145786,76.58397069145786,0.9038110375404358,0.0201,0.12053668025532305,0.992708874098054,13.361426590421262,Medium,1085.2673389758068,1069.32899986881,1069.32899986881,1069.32899986881,12.619760298630027,69.21743800961286,0.2806528925479239,shallow,moderate,moderate,neutral,0
2000-01-10,2000,1,2,-46.63613403485192,-60.75093264197583,6010614.5444568,7,76.58530205750183,13.624285873843977,858659.2206366857,0.9038110375404358,0.0201,13.903415440928587,13.84998227462872,13.84998227462872,76.553320688626,76.58441448013919,76.58441448013919,0.9038110375404358,0.0201,0.23931566428755774,0.970941817426052,13.663128570488764,High,1043.4200489660964,1060.692783062747,1064.3526209166007,1060.692783062747,12.51776684954883,69.21783911072137,0.2783846437200373,shallow,moderate,moderate,neutral,0
2000-01-17,2000,1,3,-46.399168120236816,-60.70405922803517,5258918.3270696,7,77.00242413840446,13.576129742206577,751274.0467242285,0.9038110375404358,0.0201,13.600207808025278,13.794320208021249,13.781519141523184,76.79386309795315,76.70302183855216,76.6889168947055,0.9038110375404358,0.0201,0.3546048870425356,0.9350162426854148,13.529527104342646,Medium,1045.3949005673985,1058.0660441638352,1044.4124965132066,1056.8897761270646,12.467458859376686,69.32503775038853,0.2772658361812271,shallow,moderate,moderate,neutral,0
2000-01-24,2000,1,4,-46.64355794123115,-60.733703953592695,8441317.153299,7,76.29805934536776,13.461677023096806,1205902.4504712857,0.9038110375404358,0.0201,13.518903382651692,13.554030879715787,13.71755071783791,76.6502417418861,76.62859518042468,76.61074538483795,0.9038110375404358,0.0201,0.4647231720437685,0.8854560256532099,14.00273959541298,High,1027.0998323964138,1038.6263453447166,1036.2272123654539,1050.9117853478813,12.250282712251032,69.25777011528567,0.27243602068228734,shallow,moderate,moderate,neutral,0
2000-01-31,2000,1,5,-46.61053311798594,-60.891084428159694,11036239.035771,7,76.7511721964676,13.838137099757928,1576605.576538714,0.9038110375404358,0.0201,13.649907061427367,13.625314621687103,13.736554949383697,76.52461577091768,76.68388522674661,76.63165941149838,0.9038110375404358,0.0201,0.5680647467311558,0.8229838658936564,14.270785358942462,High,1062.0932434218475,1044.8420626277662,1044.5538931844653,1052.6550003685038,12.314709745041892,69.30774186941755,0.2738688238959108,shallow,moderate,moderate,neutral,0
2000-02-07,2000,2,6,-46.65418925601099,-61.08816703536062,13623670.373907201,7,76.54017674946518,13.697079874497911,1946238.624843886,1.546664834022522,0.0178,13.76760848712792,13.66563133245088,13.639461922680642,76.64567447296639,76.52980276376685,76.63542689744136,1.032381796836853,0.019639999999999998,0.6631226582407952,0.7485107481711011,14.481409671272147,High,1048.3769145456124,1045.8280705148184,1055.2276383756557,1045.2659870960274,14.108149029905636,79.00797528882758,0.26839299936933525,shallow,moderate,high,neutral,0
2000-02-14,2000,2,7,-47.06893848712464,-61.1096595240652,16533559.4523409,7,77.72561076279489,13.046183953308077,2361937.064620129,1.546664834022522,0.0178,13.371631913902995,13.527133642521306,13.523841538573459,77.13289375613003,77.00565323624255,76.86348863849997,1.1609525561332703,0.019180000000000003,0.7485107481711011,0.6631226582407953,14.674993053812727,High,1014.0226158946442,1041.6657625563064,1031.3926637611573,1039.489640449015,15.704360379441466,89.39990996132804,0.2594504232635587,shallow,moderate,high,neutral,0
2000-02-21,2000,2,8,-47.49159752981979,-61.02744087533585,19050189.400681,7,79.97852310164217,12.659222560795214,2721455.6286687143,1.546664834022522,0.0178,12.852703257051646,13.134162129533735,13.340460102291186,78.85206693221852,78.08143687130074,77.45870843114751,1.2895233154296875,0.01872,0.8229838658936564,0.5680647467311558,14.816677820175927,High,1012.4659240273897,1025.534251174617,1013.4622174849793,1033.3348094007292,16.936808294667387,100.68783334779357,0.2458715150648715,shallow,moderate,high,neutral,0
2000-02-28,2000,2,9,-47.6933004987142,-61.151677806093474,19776323.7367953,7,82.45334112540009,12.421883844818899,2825189.1052564713,1.546664834022522,0.0178,12.540553202807057,12.709096786307398,13.132501466635606,81.21593211352112,80.05249166327904,78.68976478715399,1.4180940747261048,0.018260000000000002,0.8854560256532098,0.4647231720437686,14.854086214194995,High,1024.225826076949,1017.3948645336795,1018.4927175851778,1033.3934514765106,18.022694847783104,113.52196409475691,0.23206810731797312,shallow,moderate,high,neutral,0
